scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes
gq,3072,128,PKRecon,0,155,3588400,395
gq,3072,128,iCertGen,0,156,5661700,395
gq,3072,128,SKGen,0,156,3620300,395
gq,3072,128,PKRecon,0,156,3628600,395
gq,3072,128,iCertGen,0,157,5494800,395
gq,3072,128,SKGen,0,157,3455600,395
gq,3072,128,PKRecon,0,157,3468900,395
gq,3072,128,iCertGen,0,158,5630600,395
gq,3072,128,SKGen,0,158,3686900,395
gq,3072,128,PKRecon,0,158,3692000,395
gq,3072,128,iCertGen,0,159,5541500,395
gq,3072,128,SKGen,0,159,3582300,395
gq,3072,128,PKRecon,0,159,3598700,395
gq,3072,128,iCertGen,0,160,5812500,395
gq,3072,128,SKGen,0,160,3788900,395
gq,3072,128,PKRecon,0,160,3801500,395
gq,3072,128,iCertGen,0,161,5500000,395
gq,3072,128,SKGen,0,161,3553100,395
gq,3072,128,PKRecon,0,161,3564700,395
gq,3072,128,iCertGen,0,162,5671000,395
gq,3072,128,SKGen,0,162,3652900,395
gq,3072,128,PKRecon,0,162,3663600,395
gq,3072,128,iCertGen,0,163,5805700,395
gq,3072,128,SKGen,0,163,3694700,395
gq,3072,128,PKRecon,0,163,3699800,395
gq,3072,128,iCertGen,0,164,5426300,395
gq,3072,128,SKGen,0,164,3395100,395
gq,3072,128,PKRecon,0,164,3410600,395
gq,3072,128,iCertGen,0,165,5571600,395
gq,3072,128,SKGen,0,165,3573700,395
gq,3072,128,PKRecon,0,165,3599000,395
gq,3072,128,iCertGen,0,166,5648300,395
gq,3072,128,SKGen,0,166,3623600,395
gq,3072,128,PKRecon,0,166,3640400,395
gq,3072,128,iCertGen,0,167,5416100,395
gq,3072,128,SKGen,0,167,3423300,395
gq,3072,128,PKRecon,0,167,3421700,395
gq,3072,128,iCertGen,0,168,5844000,395
gq,3072,128,SKGen,0,168,3650000,395
gq,3072,128,PKRecon,0,168,3654800,395
gq,3072,128,iCertGen,0,169,5603100,395
gq,3072,128,SKGen,0,169,3817200,395
gq,3072,128,PKRecon,0,169,3821800,395
gq,3072,128,iCertGen,0,170,5830500,395
gq,3072,128,SKGen,0,170,3610400,395
gq,3072,128,PKRecon,0,170,3610900,395
gq,3072,128,iCertGen,0,171,5692500,395
gq,3072,128,SKGen,0,171,3709000,395
gq,3072,128,PKRecon,0,171,3719400,395
gq,3072,128,iCertGen,0,172,5667700,395
gq,3072,128,SKGen,0,172,3647100,395
gq,3072,128,PKRecon,0,172,3655300,395
gq,3072,128,iCertGen,0,173,5702400,395
gq,3072,128,SKGen,0,173,3707500,395
gq,3072,128,PKRecon,0,173,3714100,395
gq,3072,128,iCertGen,0,174,5628600,395
gq,3072,128,SKGen,0,174,3603500,395
gq,3072,128,PKRecon,0,174,3619400,395
