scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes,pk_len_bytes,sk_len_bytes
bls,2048,128,SKGen,0,102,58700,59,48,32
bls,2048,128,PKRecon,0,102,39059100,59,48,32
bls,2048,128,Setup,0,103,10067200,0,48,32
bls,2048,128,iCertGen,0,103,20658500,59,48,32
bls,2048,128,SKGen,0,103,55100,59,48,32
bls,2048,128,PKRecon,0,103,36822300,59,48,32
bls,2048,128,Setup,0,104,10078900,0,48,32
bls,2048,128,iCertGen,0,104,21213600,59,48,32
bls,2048,128,SKGen,0,104,58900,59,48,32
bls,2048,128,PKRecon,0,104,40681600,59,48,32
bls,2048,128,Setup,0,105,10191600,0,48,32
bls,2048,128,iCertGen,0,105,20118700,59,48,32
bls,2048,128,SKGen,0,105,57100,59,48,32
bls,2048,128,PKRecon,0,105,37310900,59,48,32
bls,2048,128,Setup,0,106,9841100,0,48,32
bls,2048,128,iCertGen,0,106,20148700,59,48,32
bls,2048,128,SKGen,0,106,57800,59,48,32
bls,2048,128,PKRecon,0,106,37466600,59,48,32
bls,2048,128,Setup,0,107,10360600,0,48,32
bls,2048,128,iCertGen,0,107,20357700,59,48,32
