scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes,pk_len_bytes,sk_len_bytes
gq,3072,128,Setup,0,51,992000,0,384,384
gq,3072,128,iCertGen,0,51,5536400,395,384,384
gq,3072,128,SKGen,0,51,3551100,395,384,384
gq,3072,128,PKRecon,0,51,3560200,395,384,384
gq,3072,128,Setup,0,52,1008300,0,384,384
gq,3072,128,iCertGen,0,52,5609300,395,384,384
gq,3072,128,SKGen,0,52,3601500,395,384,384
gq,3072,128,PKRecon,0,52,3652800,395,384,384
gq,3072,128,Setup,0,53,998400,0,384,384
gq,3072,128,iCertGen,0,53,5647500,395,384,384
gq,3072,128,SKGen,0,53,3639900,395,384,384
gq,3072,128,PKRecon,0,53,3648200,395,384,384
gq,3072,128,Setup,0,54,1000800,0,384,384
gq,3072,128,iCertGen,0,54,5786900,395,384,384
gq,3072,128,SKGen,0,54,3800600,395,384,384
gq,3072,128,PKRecon,0,54,3817800,395,384,384
gq,3072,128,Setup,0,55,1001100,0,384,384
gq,3072,128,iCertGen,0,55,5739100,395,384,384
gq,3072,128,SKGen,0,55,3714300,395,384,384
gq,3072,128,PKRecon,0,55,3739500,395,384,384
gq,3072,128,Setup,0,56,983200,0,384,384
gq,3072,128,iCertGen,0,56,5718200,395,384,384
gq,3072,128,SKGen,0,56,3727500,395,384,384
gq,3072,128,PKRecon,0,56,3714400,395,384,384
gq,3072,128,Setup,0,57,969700,0,384,384
gq,3072,128,iCertGen,0,57,5716100,395,384,384
gq,3072,128,SKGen,0,57,3723400,395,384,384
gq,3072,128,PKRecon,0,57,3730200,395,384,384
gq,3072,128,Setup,0,58,1001900,0,384,384
gq,3072,128,iCertGen,0,58,5691300,395,384,384
gq,3072,128,SKGen,0,58,3677800,395,384,384
gq,3072,128,PKRecon,0,58,3676900,395,384,384
gq,3072,128,Setup,0,59,984500,0,384,384
gq,3072,128,iCertGen,0,59,5500300,395,384,384
gq,3072,128,SKGen,0,59,3461900,395,384,384
gq,3072,128,PKRecon,0,59,3505400,395,384,384
gq,3072,128,Setup,0,60,986200,0,384,384
gq,3072,128,iCertGen,0,60,5525500,395,384,384
gq,3072,128,SKGen,0,60,3522500,395,384,384
gq,3072,128,PKRecon,0,60,3607200,395,384,384
gq,3072,128,Setup,0,61,968900,0,384,384
gq,3072,128,iCertGen,0,61,5681100,395,384,384
gq,3072,128,SKGen,0,61,3709000,395,384,384
gq,3072,128,PKRecon,0,61,3725400,395,384,384
gq,3072,128,Setup,0,62,972700,0,384,384
gq,3072,128,iCertGen,0,62,5572700,395,384,384
gq,3072,128,SKGen,0,62,3576600,395,384,384
gq,3072,128,PKRecon,0,62,3687500,395,384,384
gq,3072,128,Setup,0,63,983400,0,384,384
