scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes
bls,2048,128,PKRecon,0,162,38916300,59
bls,2048,128,iCertGen,0,163,20751300,59
bls,2048,128,SKGen,0,163,56300,59
bls,2048,128,PKRecon,0,163,39043100,59
bls,2048,128,iCertGen,0,164,20142000,59
bls,2048,128,SKGen,0,164,54900,59
bls,2048,128,PKRecon,0,164,37292400,59
bls,2048,128,iCertGen,0,165,20387300,59
bls,2048,128,SKGen,0,165,79400,59
bls,2048,128,PKRecon,0,165,36798300,59
bls,2048,128,iCertGen,0,166,19584500,59
bls,2048,128,SKGen,0,166,53800,59
bls,2048,128,PKRecon,0,166,36607800,59
bls,2048,128,iCertGen,0,167,19837100,59
bls,2048,128,SKGen,0,167,56800,59
bls,2048,128,PKRecon,0,167,37712100,59
bls,2048,128,iCertGen,0,168,21485900,59
bls,2048,128,SKGen,0,168,53700,59
bls,2048,128,PKRecon,0,168,35120400,59
bls,2048,128,iCertGen,0,169,19617800,59
bls,2048,128,SKGen,0,169,55900,59
bls,2048,128,PKRecon,0,169,35106600,59
bls,2048,128,iCertGen,0,170,20085600,59
bls,2048,128,SKGen,0,170,55900,59
bls,2048,128,PKRecon,0,170,38683000,59
bls,2048,128,iCertGen,0,171,20107600,59
bls,2048,128,SKGen,0,171,55400,59
bls,2048,128,PKRecon,0,171,37247200,59
bls,2048,128,iCertGen,0,172,20811100,59
bls,2048,128,SKGen,0,172,59200,59
bls,2048,128,PKRecon,0,172,39253800,59
bls,2048,128,iCertGen,0,173,20039600,59
bls,2048,128,SKGen,0,173,55200,59
bls,2048,128,PKRecon,0,173,36533700,59
bls,2048,128,iCertGen,0,174,19966600,59
bls,2048,128,SKGen,0,174,57600,59
bls,2048,128,PKRecon,0,174,38897600,59
bls,2048,128,iCertGen,0,175,20190700,59
bls,2048,128,SKGen,0,175,56300,59
bls,2048,128,PKRecon,0,175,38150600,59
bls,2048,128,iCertGen,0,176,19961700,59
bls,2048,128,SKGen,0,176,58300,59
bls,2048,128,PKRecon,0,176,38474600,59
bls,2048,128,iCertGen,0,177,19538900,59
